MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:90492	D16Mit2	D16Mit2		good	16	22956575	22956763					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613917	D16Mit146.2	D16Mit146.2		good	16	23725929	23726041					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100935	D16Mit146	D16Mit146		good	16	23726019	23726139					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90457	D16Mit101	D16Mit101		good	16	23737062	23737211					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90458	D16Mit102	D16Mit102		good	16	23963612	23963740					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100925	D16Mit156	D16Mit156		good	16	25150883	25150987					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100948	D16Mit133	D16Mit133		good	16	26400415	26400549					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90563	D16Mit89	D16Mit89		good	16	28690400	28690549					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90498	D16Mit3	D16Mit3		good	16	29030158	29030257					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90528	D16Mit57	D16Mit57		good	16	29406628	29406739					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613913	D16Mit124.1	D16Mit124.1		good	16	30092274	30092405					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90482	D16Mit124	D16Mit124		good	16	30092429	30092563					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105876	D16Mit210	D16Mit210		good	16	30213666	30213775					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90505	D16Mit36	D16Mit36		good	16	30805642	30805791					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100915	D16Mit166	D16Mit166		good	16	31216693	31216840					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108727	D16Mit229	D16Mit229		good	16	31263109	31263230					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90467	D16Mit110	D16Mit110		good	16	31324390	31324483					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90459	D16Mit103	D16Mit103		good	16	31984189	31984300					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90529	D16Mit58	D16Mit58		good	16	32312108	32312265					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90532	D16Mit60	D16Mit60		good	16	32704177	32704380					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102391	D16Mit193	D16Mit193		good	16	32722169	32722367					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100947	D16Mit134	D16Mit134		good	16	32896224	32896372					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90506	D16Mit37	D16Mit37		good	16	33152623	33152872					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90468	D16Mit111	D16Mit111		good	16	33665039	33665176					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90455	D16Mit10	D16Mit10		good	16	33757546	33757754					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90460	D16Mit104	D16Mit104		good	16	35018304	35018443					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90469	D16Mit112	D16Mit112		good	16	35128424	35128571					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100914	D16Mit167	D16Mit167		good	16	35200810	35200932					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105877	D16Mit211	D16Mit211		good	16	35626359	35626482					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90509	D16Mit4	D16Mit4		good	16	36240573	36240704					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90548	D16Mit75a	D16Mit75	D16Mit75b	2+	16	36300000		16	31.46	19.52	25.46	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:90466	D16Mit11	D16Mit11		good	16	36633721	36633894					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90574	D16Mit99	D16Mit99		good	16	36880955	36881097					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108725	D16Mit226	D16Mit226		good	16	37160405	37160512					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90530	D16Mit59	D16Mit59		good	16	38433970	38434154					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90565	D16Mit90	D16Mit90		good	16	38710996	38711092					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90477	D16Mit12	D16Mit12		good	16	39118134	39118325					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613912	D16Mit12.2	D16Mit12.2		good	16	39118274	39118390					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100946	D16Mit135	D16Mit135		good	16	39619426	39619575					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90556	D16Mit82	D16Mit82		good	16	39784081	39784200					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100934	D16Mit147	D16Mit147		good	16	39999944	40000080					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102392	D16Mit195	D16Mit195		good	16	40233632	40233737					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100945	D16Mit136	D16Mit136		good	16	40656301	40656429					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90507	D16Mit38	D16Mit38		good	16	41393947	41394129					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613920	D16Mit38.1	D16Mit38.1		good	16	41394068	41394189					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90483	D16Mit125	D16Mit125		good	16	42377567	42377716					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100944	D16Mit137	D16Mit137		good	16	42482875	42482993					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90557	D16Mit83	D16Mit83		good	16	42808708	42808898					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90511	D16Mit41	D16Mit41		good	16	42872002	42872132					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90510	D16Mit40	D16Mit40		good	16	42998641	42998795					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90508	D16Mit39	D16Mit39		good	16	43457588	43457715					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105879	D16Mit213	D16Mit213		good	16	43639366	43639485					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102396	D16Mit198	D16Mit198		good	16	44188804	44188917					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:107407	D16Mit379	"D16Mit379-pA, -pB"		good	16	44321560	44321684					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90558	D16Mit84	D16Mit84		good	16	45397811	45397949					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613915	D16Mit138.1	D16Mit138.1		good	16	45690698	45690807					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100943	D16Mit138	D16Mit138		good	16	45690750	45690898					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90484	D16Mit126	D16Mit126		good	16	45972563	45972702					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90514	D16Mit44	D16Mit44		good	16	46799900	46800032					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90515	D16Mit45	D16Mit45		good	16	47869435	47869547					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105880	D16Mit214	D16Mit214		good	16	47877586	47877737					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90533	D16Mit61	D16Mit61		good	16	48330289	48330435					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90534	D16Mit62	D16Mit62		good	16	48684824	48684973					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100911	D16Mit170	D16Mit170		good	16	48684832	48684956					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90559	D16Mit85	D16Mit85		good	16	49344756	49344881					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90566	D16Mit91	D16Mit91		good	16	49398840	49398985					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90512	D16Mit42	D16Mit42		good	16	49620575	49620698					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102394	D16Mit196	D16Mit196		good	16	49662930	49663052					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90535	D16Mit63	D16Mit63		good	16	49777339	49777540					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90513	D16Mit43	D16Mit43		good	16	50589380	50589475					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100913	D16Mit168	D16Mit168		good	16	51298610	51298759					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100924	D16Mit157	D16Mit157		good	16	51315418	51315548					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90488	D16Mit14	D16Mit14		good	16	51385951	51386141					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90499	D16Mit30	D16Mit30		good	16	53962663	53962814					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90516	D16Mit46	D16Mit46		good	16	54686047	54686287					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102397	D16Mit199	D16Mit199		good	16	54915823	54915930					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:106962	D16Mit221	D16Mit221		good	16	55232036	55232152					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:90485	D16Mit127	D16Mit127		good	16	55534088	55534191					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100897	D16Mit184	D16Mit184		good	16	55603293	55603490					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100910	D16Mit171	D16Mit171		good	16	56294978	56295100					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3623330	D16Mit171.1	D16Mit171.1		good	16	56295089	56295218					marker maps to one location; map position interpolated to revised Shifman SNP map
